net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime
alexnet,transfer,classify,0.001,5,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,absent,262,266,0.9849624060150376,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,absent,253,266,0.9511278195488722,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,absent,238,266,0.8947368421052632,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,2,both,527,532,0.9906015037593985,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,4,both,467,532,0.8778195488721805,,,
alexnet,transfer,classify,0.001,5,RVvRHGV,8,both,351,532,0.6597744360902256,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,present,221,266,0.8308270676691729,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,present,191,266,0.7180451127819549,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,present,145,266,0.5451127819548872,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,present,112,266,0.42105263157894735,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,absent,122,266,0.45864661654135336,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,absent,132,266,0.49624060150375937,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,absent,152,266,0.5714285714285714,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,absent,193,266,0.7255639097744361,,,
alexnet,transfer,classify,0.001,5,2_v_5,1,both,343,532,0.6447368421052632,,,
alexnet,transfer,classify,0.001,5,2_v_5,2,both,323,532,0.6071428571428571,,,
alexnet,transfer,classify,0.001,5,2_v_5,4,both,297,532,0.5582706766917294,,,
alexnet,transfer,classify,0.001,5,2_v_5,8,both,305,532,0.5733082706766918,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,present,259,266,0.9736842105263158,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,present,263,266,0.9887218045112782,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvGV,2,both,525,532,0.9868421052631579,,,
alexnet,transfer,classify,0.001,6,RVvGV,4,both,529,532,0.9943609022556391,,,
alexnet,transfer,classify,0.001,6,RVvGV,8,both,529,532,0.9943609022556391,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,present,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,present,261,266,0.981203007518797,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,present,194,266,0.7293233082706767,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,present,115,266,0.4323308270676692,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,absent,266,266,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,absent,264,266,0.9924812030075187,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,absent,259,266,0.9736842105263158,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,absent,238,266,0.8947368421052632,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,1,both,532,532,1.0,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,2,both,525,532,0.9868421052631579,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,4,both,453,532,0.8515037593984962,,,
alexnet,transfer,classify,0.001,6,RVvRHGV,8,both,353,532,0.6635338345864662,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,present,208,266,0.7819548872180451,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,present,100,266,0.37593984962406013,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,present,89,266,0.33458646616541354,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,present,139,266,0.5225563909774437,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,absent,162,266,0.6090225563909775,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,absent,217,266,0.8157894736842105,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,absent,192,266,0.7218045112781954,,,
alexnet,transfer,classify,0.001,6,2_v_5,8,absent,149,266,0.5601503759398496,,,
alexnet,transfer,classify,0.001,6,2_v_5,1,both,370,532,0.6954887218045113,,,
alexnet,transfer,classify,0.001,6,2_v_5,2,both,317,532,0.5958646616541353,,,
alexnet,transfer,classify,0.001,6,2_v_5,4,both,281,532,0.5281954887218046,,,
