,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,greenness,discrim_pct
3491,alexnet,transfer,classify,0.001,5,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
3500,alexnet,transfer,classify,0.001,5,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3501,alexnet,transfer,classify,0.001,5,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3502,alexnet,transfer,classify,0.001,5,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3503,alexnet,transfer,classify,0.001,5,RVvGV_70,8,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3512,alexnet,transfer,classify,0.001,5,RVvGV_93,1,both,495,512,0.966796875,,,,search stimuli (classify),0,93,0.6352941176470588
3513,alexnet,transfer,classify,0.001,5,RVvGV_93,2,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
3514,alexnet,transfer,classify,0.001,5,RVvGV_93,4,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
3515,alexnet,transfer,classify,0.001,5,RVvGV_93,8,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
3524,alexnet,transfer,classify,0.001,5,RVvGV_116,1,both,394,512,0.76953125,,,,search stimuli (classify),0,116,0.5450980392156863
3525,alexnet,transfer,classify,0.001,5,RVvGV_116,2,both,508,512,0.9921875,,,,search stimuli (classify),0,116,0.5450980392156863
3526,alexnet,transfer,classify,0.001,5,RVvGV_116,4,both,510,512,0.99609375,,,,search stimuli (classify),0,116,0.5450980392156863
3527,alexnet,transfer,classify,0.001,5,RVvGV_116,8,both,506,512,0.98828125,,,,search stimuli (classify),0,116,0.5450980392156863
3536,alexnet,transfer,classify,0.001,5,RVvGV_139,1,both,330,512,0.64453125,,,,search stimuli (classify),0,139,0.4549019607843138
3537,alexnet,transfer,classify,0.001,5,RVvGV_139,2,both,463,512,0.904296875,,,,search stimuli (classify),0,139,0.4549019607843138
3538,alexnet,transfer,classify,0.001,5,RVvGV_139,4,both,449,512,0.876953125,,,,search stimuli (classify),0,139,0.4549019607843138
3539,alexnet,transfer,classify,0.001,5,RVvGV_139,8,both,435,512,0.849609375,,,,search stimuli (classify),0,139,0.4549019607843138
3548,alexnet,transfer,classify,0.001,5,RVvGV_162,1,both,293,512,0.572265625,,,,search stimuli (classify),0,162,0.3647058823529412
3549,alexnet,transfer,classify,0.001,5,RVvGV_162,2,both,336,512,0.65625,,,,search stimuli (classify),0,162,0.3647058823529412
3550,alexnet,transfer,classify,0.001,5,RVvGV_162,4,both,335,512,0.654296875,,,,search stimuli (classify),0,162,0.3647058823529412
3551,alexnet,transfer,classify,0.001,5,RVvGV_162,8,both,317,512,0.619140625,,,,search stimuli (classify),0,162,0.3647058823529412
3560,alexnet,transfer,classify,0.001,5,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3561,alexnet,transfer,classify,0.001,5,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3562,alexnet,transfer,classify,0.001,5,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3563,alexnet,transfer,classify,0.001,5,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3572,alexnet,transfer,classify,0.001,5,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3573,alexnet,transfer,classify,0.001,5,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3574,alexnet,transfer,classify,0.001,5,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3575,alexnet,transfer,classify,0.001,5,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3584,alexnet,transfer,classify,0.001,5,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3585,alexnet,transfer,classify,0.001,5,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3586,alexnet,transfer,classify,0.001,5,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3587,alexnet,transfer,classify,0.001,5,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3596,alexnet,transfer,classify,0.001,5,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3597,alexnet,transfer,classify,0.001,5,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3598,alexnet,transfer,classify,0.001,5,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3599,alexnet,transfer,classify,0.001,5,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3752,alexnet,transfer,classify,0.001,6,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
3753,alexnet,transfer,classify,0.001,6,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
3754,alexnet,transfer,classify,0.001,6,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
3755,alexnet,transfer,classify,0.001,6,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
3764,alexnet,transfer,classify,0.001,6,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
3765,alexnet,transfer,classify,0.001,6,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
3766,alexnet,transfer,classify,0.001,6,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
3767,alexnet,transfer,classify,0.001,6,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
3776,alexnet,transfer,classify,0.001,6,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
3777,alexnet,transfer,classify,0.001,6,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
3778,alexnet,transfer,classify,0.001,6,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
3779,alexnet,transfer,classify,0.001,6,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
3788,alexnet,transfer,classify,0.001,6,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3789,alexnet,transfer,classify,0.001,6,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3790,alexnet,transfer,classify,0.001,6,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3791,alexnet,transfer,classify,0.001,6,RVvGV_70,8,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
3800,alexnet,transfer,classify,0.001,6,RVvGV_93,1,both,484,512,0.9453125,,,,search stimuli (classify),0,93,0.6352941176470588
3801,alexnet,transfer,classify,0.001,6,RVvGV_93,2,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
3802,alexnet,transfer,classify,0.001,6,RVvGV_93,4,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
3803,alexnet,transfer,classify,0.001,6,RVvGV_93,8,both,510,512,0.99609375,,,,search stimuli (classify),0,93,0.6352941176470588
3812,alexnet,transfer,classify,0.001,6,RVvGV_116,1,both,367,512,0.716796875,,,,search stimuli (classify),0,116,0.5450980392156863
3813,alexnet,transfer,classify,0.001,6,RVvGV_116,2,both,506,512,0.98828125,,,,search stimuli (classify),0,116,0.5450980392156863
3814,alexnet,transfer,classify,0.001,6,RVvGV_116,4,both,505,512,0.986328125,,,,search stimuli (classify),0,116,0.5450980392156863
3815,alexnet,transfer,classify,0.001,6,RVvGV_116,8,both,492,512,0.9609375,,,,search stimuli (classify),0,116,0.5450980392156863
3824,alexnet,transfer,classify,0.001,6,RVvGV_139,1,both,313,512,0.611328125,,,,search stimuli (classify),0,139,0.4549019607843138
3825,alexnet,transfer,classify,0.001,6,RVvGV_139,2,both,437,512,0.853515625,,,,search stimuli (classify),0,139,0.4549019607843138
3826,alexnet,transfer,classify,0.001,6,RVvGV_139,4,both,437,512,0.853515625,,,,search stimuli (classify),0,139,0.4549019607843138
3827,alexnet,transfer,classify,0.001,6,RVvGV_139,8,both,396,512,0.7734375,,,,search stimuli (classify),0,139,0.4549019607843138
3836,alexnet,transfer,classify,0.001,6,RVvGV_162,1,both,282,512,0.55078125,,,,search stimuli (classify),0,162,0.3647058823529412
3837,alexnet,transfer,classify,0.001,6,RVvGV_162,2,both,325,512,0.634765625,,,,search stimuli (classify),0,162,0.3647058823529412
3838,alexnet,transfer,classify,0.001,6,RVvGV_162,4,both,325,512,0.634765625,,,,search stimuli (classify),0,162,0.3647058823529412
3839,alexnet,transfer,classify,0.001,6,RVvGV_162,8,both,289,512,0.564453125,,,,search stimuli (classify),0,162,0.3647058823529412
3848,alexnet,transfer,classify,0.001,6,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3849,alexnet,transfer,classify,0.001,6,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3850,alexnet,transfer,classify,0.001,6,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3851,alexnet,transfer,classify,0.001,6,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
3860,alexnet,transfer,classify,0.001,6,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3861,alexnet,transfer,classify,0.001,6,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3862,alexnet,transfer,classify,0.001,6,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3863,alexnet,transfer,classify,0.001,6,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
3872,alexnet,transfer,classify,0.001,6,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3873,alexnet,transfer,classify,0.001,6,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3874,alexnet,transfer,classify,0.001,6,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3875,alexnet,transfer,classify,0.001,6,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
3884,alexnet,transfer,classify,0.001,6,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3885,alexnet,transfer,classify,0.001,6,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3886,alexnet,transfer,classify,0.001,6,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
3887,alexnet,transfer,classify,0.001,6,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
4040,alexnet,transfer,classify,0.001,7,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4041,alexnet,transfer,classify,0.001,7,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4042,alexnet,transfer,classify,0.001,7,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4043,alexnet,transfer,classify,0.001,7,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4052,alexnet,transfer,classify,0.001,7,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4053,alexnet,transfer,classify,0.001,7,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4054,alexnet,transfer,classify,0.001,7,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4055,alexnet,transfer,classify,0.001,7,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4064,alexnet,transfer,classify,0.001,7,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4065,alexnet,transfer,classify,0.001,7,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4066,alexnet,transfer,classify,0.001,7,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4067,alexnet,transfer,classify,0.001,7,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4076,alexnet,transfer,classify,0.001,7,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4077,alexnet,transfer,classify,0.001,7,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4078,alexnet,transfer,classify,0.001,7,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4079,alexnet,transfer,classify,0.001,7,RVvGV_70,8,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4088,alexnet,transfer,classify,0.001,7,RVvGV_93,1,both,489,512,0.955078125,,,,search stimuli (classify),0,93,0.6352941176470588
4089,alexnet,transfer,classify,0.001,7,RVvGV_93,2,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4090,alexnet,transfer,classify,0.001,7,RVvGV_93,4,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4091,alexnet,transfer,classify,0.001,7,RVvGV_93,8,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4100,alexnet,transfer,classify,0.001,7,RVvGV_116,1,both,375,512,0.732421875,,,,search stimuli (classify),0,116,0.5450980392156863
4101,alexnet,transfer,classify,0.001,7,RVvGV_116,2,both,508,512,0.9921875,,,,search stimuli (classify),0,116,0.5450980392156863
4102,alexnet,transfer,classify,0.001,7,RVvGV_116,4,both,506,512,0.98828125,,,,search stimuli (classify),0,116,0.5450980392156863
4103,alexnet,transfer,classify,0.001,7,RVvGV_116,8,both,506,512,0.98828125,,,,search stimuli (classify),0,116,0.5450980392156863
4112,alexnet,transfer,classify,0.001,7,RVvGV_139,1,both,323,512,0.630859375,,,,search stimuli (classify),0,139,0.4549019607843138
4113,alexnet,transfer,classify,0.001,7,RVvGV_139,2,both,443,512,0.865234375,,,,search stimuli (classify),0,139,0.4549019607843138
4114,alexnet,transfer,classify,0.001,7,RVvGV_139,4,both,437,512,0.853515625,,,,search stimuli (classify),0,139,0.4549019607843138
4115,alexnet,transfer,classify,0.001,7,RVvGV_139,8,both,435,512,0.849609375,,,,search stimuli (classify),0,139,0.4549019607843138
4124,alexnet,transfer,classify,0.001,7,RVvGV_162,1,both,292,512,0.5703125,,,,search stimuli (classify),0,162,0.3647058823529412
4125,alexnet,transfer,classify,0.001,7,RVvGV_162,2,both,326,512,0.63671875,,,,search stimuli (classify),0,162,0.3647058823529412
4126,alexnet,transfer,classify,0.001,7,RVvGV_162,4,both,323,512,0.630859375,,,,search stimuli (classify),0,162,0.3647058823529412
4127,alexnet,transfer,classify,0.001,7,RVvGV_162,8,both,310,512,0.60546875,,,,search stimuli (classify),0,162,0.3647058823529412
4136,alexnet,transfer,classify,0.001,7,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4137,alexnet,transfer,classify,0.001,7,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4138,alexnet,transfer,classify,0.001,7,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4139,alexnet,transfer,classify,0.001,7,RVvGV_185,8,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4148,alexnet,transfer,classify,0.001,7,RVvGV_209,1,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
4149,alexnet,transfer,classify,0.001,7,RVvGV_209,2,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
4150,alexnet,transfer,classify,0.001,7,RVvGV_209,4,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
4151,alexnet,transfer,classify,0.001,7,RVvGV_209,8,both,256,512,0.5,,,,search stimuli (classify),0,209,0.18039215686274512
4160,alexnet,transfer,classify,0.001,7,RVvGV_232,1,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
4161,alexnet,transfer,classify,0.001,7,RVvGV_232,2,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
4162,alexnet,transfer,classify,0.001,7,RVvGV_232,4,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
4163,alexnet,transfer,classify,0.001,7,RVvGV_232,8,both,256,512,0.5,,,,search stimuli (classify),0,232,0.09019607843137256
4172,alexnet,transfer,classify,0.001,7,RVvGV_255,1,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
4173,alexnet,transfer,classify,0.001,7,RVvGV_255,2,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
4174,alexnet,transfer,classify,0.001,7,RVvGV_255,4,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
4175,alexnet,transfer,classify,0.001,7,RVvGV_255,8,both,256,512,0.5,,,,search stimuli (classify),0,255,0.0
4328,alexnet,transfer,classify,0.001,8,RVvGV_0,1,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4329,alexnet,transfer,classify,0.001,8,RVvGV_0,2,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4330,alexnet,transfer,classify,0.001,8,RVvGV_0,4,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4331,alexnet,transfer,classify,0.001,8,RVvGV_0,8,both,512,512,1.0,,,,search stimuli (classify),0,0,1.0
4340,alexnet,transfer,classify,0.001,8,RVvGV_23,1,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4341,alexnet,transfer,classify,0.001,8,RVvGV_23,2,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4342,alexnet,transfer,classify,0.001,8,RVvGV_23,4,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4343,alexnet,transfer,classify,0.001,8,RVvGV_23,8,both,512,512,1.0,,,,search stimuli (classify),0,23,0.9098039215686274
4352,alexnet,transfer,classify,0.001,8,RVvGV_46,1,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4353,alexnet,transfer,classify,0.001,8,RVvGV_46,2,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4354,alexnet,transfer,classify,0.001,8,RVvGV_46,4,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4355,alexnet,transfer,classify,0.001,8,RVvGV_46,8,both,512,512,1.0,,,,search stimuli (classify),0,46,0.8196078431372549
4364,alexnet,transfer,classify,0.001,8,RVvGV_70,1,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4365,alexnet,transfer,classify,0.001,8,RVvGV_70,2,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4366,alexnet,transfer,classify,0.001,8,RVvGV_70,4,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4367,alexnet,transfer,classify,0.001,8,RVvGV_70,8,both,512,512,1.0,,,,search stimuli (classify),0,70,0.7254901960784313
4376,alexnet,transfer,classify,0.001,8,RVvGV_93,1,both,484,512,0.9453125,,,,search stimuli (classify),0,93,0.6352941176470588
4377,alexnet,transfer,classify,0.001,8,RVvGV_93,2,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4378,alexnet,transfer,classify,0.001,8,RVvGV_93,4,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4379,alexnet,transfer,classify,0.001,8,RVvGV_93,8,both,512,512,1.0,,,,search stimuli (classify),0,93,0.6352941176470588
4388,alexnet,transfer,classify,0.001,8,RVvGV_116,1,both,368,512,0.71875,,,,search stimuli (classify),0,116,0.5450980392156863
4389,alexnet,transfer,classify,0.001,8,RVvGV_116,2,both,507,512,0.990234375,,,,search stimuli (classify),0,116,0.5450980392156863
4390,alexnet,transfer,classify,0.001,8,RVvGV_116,4,both,507,512,0.990234375,,,,search stimuli (classify),0,116,0.5450980392156863
4391,alexnet,transfer,classify,0.001,8,RVvGV_116,8,both,506,512,0.98828125,,,,search stimuli (classify),0,116,0.5450980392156863
4400,alexnet,transfer,classify,0.001,8,RVvGV_139,1,both,316,512,0.6171875,,,,search stimuli (classify),0,139,0.4549019607843138
4401,alexnet,transfer,classify,0.001,8,RVvGV_139,2,both,448,512,0.875,,,,search stimuli (classify),0,139,0.4549019607843138
4402,alexnet,transfer,classify,0.001,8,RVvGV_139,4,both,436,512,0.8515625,,,,search stimuli (classify),0,139,0.4549019607843138
4403,alexnet,transfer,classify,0.001,8,RVvGV_139,8,both,436,512,0.8515625,,,,search stimuli (classify),0,139,0.4549019607843138
4412,alexnet,transfer,classify,0.001,8,RVvGV_162,1,both,278,512,0.54296875,,,,search stimuli (classify),0,162,0.3647058823529412
4413,alexnet,transfer,classify,0.001,8,RVvGV_162,2,both,326,512,0.63671875,,,,search stimuli (classify),0,162,0.3647058823529412
4414,alexnet,transfer,classify,0.001,8,RVvGV_162,4,both,325,512,0.634765625,,,,search stimuli (classify),0,162,0.3647058823529412
4415,alexnet,transfer,classify,0.001,8,RVvGV_162,8,both,312,512,0.609375,,,,search stimuli (classify),0,162,0.3647058823529412
4424,alexnet,transfer,classify,0.001,8,RVvGV_185,1,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4425,alexnet,transfer,classify,0.001,8,RVvGV_185,2,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
4426,alexnet,transfer,classify,0.001,8,RVvGV_185,4,both,256,512,0.5,,,,search stimuli (classify),0,185,0.27450980392156865
