,net_name,method,mode,learning_rate,net_number,stimulus,set_size,target_condition,n_correct,n_trials,accuracy,hit_rate,false_alarm_rate,d_prime,source_dataset,method_source_dataset,rotation,discrim_pct
18932,VGG16,transfer,classify,0.001,2,TvT_41,1,both,256,512,0.5,,,,ImageNet,2,41,0.45555555555555555
18933,VGG16,transfer,classify,0.001,2,TvT_41,2,both,263,512,0.513671875,,,,ImageNet,2,41,0.45555555555555555
18934,VGG16,transfer,classify,0.001,2,TvT_41,4,both,268,512,0.5234375,,,,ImageNet,2,41,0.45555555555555555
18935,VGG16,transfer,classify,0.001,2,TvT_41,8,both,308,512,0.6015625,,,,ImageNet,2,41,0.45555555555555555
18944,VGG16,transfer,classify,0.001,2,TvT_49,1,both,262,512,0.51171875,,,,ImageNet,2,49,0.5444444444444444
18945,VGG16,transfer,classify,0.001,2,TvT_49,2,both,273,512,0.533203125,,,,ImageNet,2,49,0.5444444444444444
18946,VGG16,transfer,classify,0.001,2,TvT_49,4,both,304,512,0.59375,,,,ImageNet,2,49,0.5444444444444444
18947,VGG16,transfer,classify,0.001,2,TvT_49,8,both,327,512,0.638671875,,,,ImageNet,2,49,0.5444444444444444
18956,VGG16,transfer,classify,0.001,2,TvT_57,1,both,320,512,0.625,,,,ImageNet,2,57,0.6333333333333333
18957,VGG16,transfer,classify,0.001,2,TvT_57,2,both,332,512,0.6484375,,,,ImageNet,2,57,0.6333333333333333
18958,VGG16,transfer,classify,0.001,2,TvT_57,4,both,347,512,0.677734375,,,,ImageNet,2,57,0.6333333333333333
18959,VGG16,transfer,classify,0.001,2,TvT_57,8,both,329,512,0.642578125,,,,ImageNet,2,57,0.6333333333333333
18968,VGG16,transfer,classify,0.001,2,TvT_65,1,both,400,512,0.78125,,,,ImageNet,2,65,0.7222222222222222
18969,VGG16,transfer,classify,0.001,2,TvT_65,2,both,385,512,0.751953125,,,,ImageNet,2,65,0.7222222222222222
18970,VGG16,transfer,classify,0.001,2,TvT_65,4,both,364,512,0.7109375,,,,ImageNet,2,65,0.7222222222222222
18971,VGG16,transfer,classify,0.001,2,TvT_65,8,both,314,512,0.61328125,,,,ImageNet,2,65,0.7222222222222222
18980,VGG16,transfer,classify,0.001,2,TvT_74,1,both,462,512,0.90234375,,,,ImageNet,2,74,0.8222222222222222
18981,VGG16,transfer,classify,0.001,2,TvT_74,2,both,430,512,0.83984375,,,,ImageNet,2,74,0.8222222222222222
18982,VGG16,transfer,classify,0.001,2,TvT_74,4,both,397,512,0.775390625,,,,ImageNet,2,74,0.8222222222222222
18983,VGG16,transfer,classify,0.001,2,TvT_74,8,both,372,512,0.7265625,,,,ImageNet,2,74,0.8222222222222222
18992,VGG16,transfer,classify,0.001,2,TvT_82,1,both,390,512,0.76171875,,,,ImageNet,2,82,0.9111111111111111
18993,VGG16,transfer,classify,0.001,2,TvT_82,2,both,431,512,0.841796875,,,,ImageNet,2,82,0.9111111111111111
18994,VGG16,transfer,classify,0.001,2,TvT_82,4,both,447,512,0.873046875,,,,ImageNet,2,82,0.9111111111111111
18995,VGG16,transfer,classify,0.001,2,TvT_82,8,both,419,512,0.818359375,,,,ImageNet,2,82,0.9111111111111111
19004,VGG16,transfer,classify,0.001,2,TvT_90,1,both,512,512,1.0,,,,ImageNet,2,90,1.0
19005,VGG16,transfer,classify,0.001,2,TvT_90,2,both,502,512,0.98046875,,,,ImageNet,2,90,1.0
19006,VGG16,transfer,classify,0.001,2,TvT_90,4,both,485,512,0.947265625,,,,ImageNet,2,90,1.0
19007,VGG16,transfer,classify,0.001,2,TvT_90,8,both,426,512,0.83203125,,,,ImageNet,2,90,1.0
19160,VGG16,transfer,classify,0.001,3,TvT_4,1,both,279,512,0.544921875,,,,ImageNet,2,4,0.044444444444444446
19161,VGG16,transfer,classify,0.001,3,TvT_4,2,both,310,512,0.60546875,,,,ImageNet,2,4,0.044444444444444446
19162,VGG16,transfer,classify,0.001,3,TvT_4,4,both,319,512,0.623046875,,,,ImageNet,2,4,0.044444444444444446
19163,VGG16,transfer,classify,0.001,3,TvT_4,8,both,275,512,0.537109375,,,,ImageNet,2,4,0.044444444444444446
19172,VGG16,transfer,classify,0.001,3,TvT_8,1,both,277,512,0.541015625,,,,ImageNet,2,8,0.08888888888888889
19173,VGG16,transfer,classify,0.001,3,TvT_8,2,both,303,512,0.591796875,,,,ImageNet,2,8,0.08888888888888889
19174,VGG16,transfer,classify,0.001,3,TvT_8,4,both,345,512,0.673828125,,,,ImageNet,2,8,0.08888888888888889
19175,VGG16,transfer,classify,0.001,3,TvT_8,8,both,323,512,0.630859375,,,,ImageNet,2,8,0.08888888888888889
19184,VGG16,transfer,classify,0.001,3,TvT_16,1,both,258,512,0.50390625,,,,ImageNet,2,16,0.17777777777777778
19185,VGG16,transfer,classify,0.001,3,TvT_16,2,both,264,512,0.515625,,,,ImageNet,2,16,0.17777777777777778
19186,VGG16,transfer,classify,0.001,3,TvT_16,4,both,261,512,0.509765625,,,,ImageNet,2,16,0.17777777777777778
19187,VGG16,transfer,classify,0.001,3,TvT_16,8,both,271,512,0.529296875,,,,ImageNet,2,16,0.17777777777777778
19196,VGG16,transfer,classify,0.001,3,TvT_25,1,both,320,512,0.625,,,,ImageNet,2,25,0.2777777777777778
19197,VGG16,transfer,classify,0.001,3,TvT_25,2,both,301,512,0.587890625,,,,ImageNet,2,25,0.2777777777777778
19198,VGG16,transfer,classify,0.001,3,TvT_25,4,both,288,512,0.5625,,,,ImageNet,2,25,0.2777777777777778
19199,VGG16,transfer,classify,0.001,3,TvT_25,8,both,281,512,0.548828125,,,,ImageNet,2,25,0.2777777777777778
19208,VGG16,transfer,classify,0.001,3,TvT_33,1,both,278,512,0.54296875,,,,ImageNet,2,33,0.36666666666666664
19209,VGG16,transfer,classify,0.001,3,TvT_33,2,both,279,512,0.544921875,,,,ImageNet,2,33,0.36666666666666664
19210,VGG16,transfer,classify,0.001,3,TvT_33,4,both,284,512,0.5546875,,,,ImageNet,2,33,0.36666666666666664
19211,VGG16,transfer,classify,0.001,3,TvT_33,8,both,281,512,0.548828125,,,,ImageNet,2,33,0.36666666666666664
19220,VGG16,transfer,classify,0.001,3,TvT_41,1,both,256,512,0.5,,,,ImageNet,2,41,0.45555555555555555
19221,VGG16,transfer,classify,0.001,3,TvT_41,2,both,260,512,0.5078125,,,,ImageNet,2,41,0.45555555555555555
19222,VGG16,transfer,classify,0.001,3,TvT_41,4,both,267,512,0.521484375,,,,ImageNet,2,41,0.45555555555555555
19223,VGG16,transfer,classify,0.001,3,TvT_41,8,both,305,512,0.595703125,,,,ImageNet,2,41,0.45555555555555555
19232,VGG16,transfer,classify,0.001,3,TvT_49,1,both,263,512,0.513671875,,,,ImageNet,2,49,0.5444444444444444
19233,VGG16,transfer,classify,0.001,3,TvT_49,2,both,273,512,0.533203125,,,,ImageNet,2,49,0.5444444444444444
19234,VGG16,transfer,classify,0.001,3,TvT_49,4,both,304,512,0.59375,,,,ImageNet,2,49,0.5444444444444444
19235,VGG16,transfer,classify,0.001,3,TvT_49,8,both,318,512,0.62109375,,,,ImageNet,2,49,0.5444444444444444
19244,VGG16,transfer,classify,0.001,3,TvT_57,1,both,338,512,0.66015625,,,,ImageNet,2,57,0.6333333333333333
19245,VGG16,transfer,classify,0.001,3,TvT_57,2,both,342,512,0.66796875,,,,ImageNet,2,57,0.6333333333333333
19246,VGG16,transfer,classify,0.001,3,TvT_57,4,both,367,512,0.716796875,,,,ImageNet,2,57,0.6333333333333333
19247,VGG16,transfer,classify,0.001,3,TvT_57,8,both,340,512,0.6640625,,,,ImageNet,2,57,0.6333333333333333
19256,VGG16,transfer,classify,0.001,3,TvT_65,1,both,380,512,0.7421875,,,,ImageNet,2,65,0.7222222222222222
19257,VGG16,transfer,classify,0.001,3,TvT_65,2,both,388,512,0.7578125,,,,ImageNet,2,65,0.7222222222222222
19258,VGG16,transfer,classify,0.001,3,TvT_65,4,both,367,512,0.716796875,,,,ImageNet,2,65,0.7222222222222222
19259,VGG16,transfer,classify,0.001,3,TvT_65,8,both,328,512,0.640625,,,,ImageNet,2,65,0.7222222222222222
19268,VGG16,transfer,classify,0.001,3,TvT_74,1,both,449,512,0.876953125,,,,ImageNet,2,74,0.8222222222222222
19269,VGG16,transfer,classify,0.001,3,TvT_74,2,both,427,512,0.833984375,,,,ImageNet,2,74,0.8222222222222222
19270,VGG16,transfer,classify,0.001,3,TvT_74,4,both,395,512,0.771484375,,,,ImageNet,2,74,0.8222222222222222
19271,VGG16,transfer,classify,0.001,3,TvT_74,8,both,384,512,0.75,,,,ImageNet,2,74,0.8222222222222222
19280,VGG16,transfer,classify,0.001,3,TvT_82,1,both,405,512,0.791015625,,,,ImageNet,2,82,0.9111111111111111
19281,VGG16,transfer,classify,0.001,3,TvT_82,2,both,438,512,0.85546875,,,,ImageNet,2,82,0.9111111111111111
19282,VGG16,transfer,classify,0.001,3,TvT_82,4,both,455,512,0.888671875,,,,ImageNet,2,82,0.9111111111111111
19283,VGG16,transfer,classify,0.001,3,TvT_82,8,both,431,512,0.841796875,,,,ImageNet,2,82,0.9111111111111111
19292,VGG16,transfer,classify,0.001,3,TvT_90,1,both,512,512,1.0,,,,ImageNet,2,90,1.0
19293,VGG16,transfer,classify,0.001,3,TvT_90,2,both,504,512,0.984375,,,,ImageNet,2,90,1.0
19294,VGG16,transfer,classify,0.001,3,TvT_90,4,both,476,512,0.9296875,,,,ImageNet,2,90,1.0
19295,VGG16,transfer,classify,0.001,3,TvT_90,8,both,428,512,0.8359375,,,,ImageNet,2,90,1.0
19448,VGG16,transfer,classify,0.001,4,TvT_4,1,both,277,512,0.541015625,,,,ImageNet,2,4,0.044444444444444446
19449,VGG16,transfer,classify,0.001,4,TvT_4,2,both,303,512,0.591796875,,,,ImageNet,2,4,0.044444444444444446
19450,VGG16,transfer,classify,0.001,4,TvT_4,4,both,298,512,0.58203125,,,,ImageNet,2,4,0.044444444444444446
19451,VGG16,transfer,classify,0.001,4,TvT_4,8,both,274,512,0.53515625,,,,ImageNet,2,4,0.044444444444444446
19460,VGG16,transfer,classify,0.001,4,TvT_8,1,both,262,512,0.51171875,,,,ImageNet,2,8,0.08888888888888889
19461,VGG16,transfer,classify,0.001,4,TvT_8,2,both,280,512,0.546875,,,,ImageNet,2,8,0.08888888888888889
19462,VGG16,transfer,classify,0.001,4,TvT_8,4,both,320,512,0.625,,,,ImageNet,2,8,0.08888888888888889
19463,VGG16,transfer,classify,0.001,4,TvT_8,8,both,312,512,0.609375,,,,ImageNet,2,8,0.08888888888888889
19472,VGG16,transfer,classify,0.001,4,TvT_16,1,both,269,512,0.525390625,,,,ImageNet,2,16,0.17777777777777778
19473,VGG16,transfer,classify,0.001,4,TvT_16,2,both,263,512,0.513671875,,,,ImageNet,2,16,0.17777777777777778
19474,VGG16,transfer,classify,0.001,4,TvT_16,4,both,262,512,0.51171875,,,,ImageNet,2,16,0.17777777777777778
19475,VGG16,transfer,classify,0.001,4,TvT_16,8,both,254,512,0.49609375,,,,ImageNet,2,16,0.17777777777777778
19484,VGG16,transfer,classify,0.001,4,TvT_25,1,both,358,512,0.69921875,,,,ImageNet,2,25,0.2777777777777778
19485,VGG16,transfer,classify,0.001,4,TvT_25,2,both,306,512,0.59765625,,,,ImageNet,2,25,0.2777777777777778
19486,VGG16,transfer,classify,0.001,4,TvT_25,4,both,288,512,0.5625,,,,ImageNet,2,25,0.2777777777777778
19487,VGG16,transfer,classify,0.001,4,TvT_25,8,both,268,512,0.5234375,,,,ImageNet,2,25,0.2777777777777778
19496,VGG16,transfer,classify,0.001,4,TvT_33,1,both,292,512,0.5703125,,,,ImageNet,2,33,0.36666666666666664
19497,VGG16,transfer,classify,0.001,4,TvT_33,2,both,280,512,0.546875,,,,ImageNet,2,33,0.36666666666666664
19498,VGG16,transfer,classify,0.001,4,TvT_33,4,both,279,512,0.544921875,,,,ImageNet,2,33,0.36666666666666664
19499,VGG16,transfer,classify,0.001,4,TvT_33,8,both,275,512,0.537109375,,,,ImageNet,2,33,0.36666666666666664
19508,VGG16,transfer,classify,0.001,4,TvT_41,1,both,257,512,0.501953125,,,,ImageNet,2,41,0.45555555555555555
19509,VGG16,transfer,classify,0.001,4,TvT_41,2,both,266,512,0.51953125,,,,ImageNet,2,41,0.45555555555555555
19510,VGG16,transfer,classify,0.001,4,TvT_41,4,both,265,512,0.517578125,,,,ImageNet,2,41,0.45555555555555555
19511,VGG16,transfer,classify,0.001,4,TvT_41,8,both,307,512,0.599609375,,,,ImageNet,2,41,0.45555555555555555
19520,VGG16,transfer,classify,0.001,4,TvT_49,1,both,270,512,0.52734375,,,,ImageNet,2,49,0.5444444444444444
19521,VGG16,transfer,classify,0.001,4,TvT_49,2,both,266,512,0.51953125,,,,ImageNet,2,49,0.5444444444444444
19522,VGG16,transfer,classify,0.001,4,TvT_49,4,both,297,512,0.580078125,,,,ImageNet,2,49,0.5444444444444444
19523,VGG16,transfer,classify,0.001,4,TvT_49,8,both,318,512,0.62109375,,,,ImageNet,2,49,0.5444444444444444
19532,VGG16,transfer,classify,0.001,4,TvT_57,1,both,354,512,0.69140625,,,,ImageNet,2,57,0.6333333333333333
19533,VGG16,transfer,classify,0.001,4,TvT_57,2,both,342,512,0.66796875,,,,ImageNet,2,57,0.6333333333333333
19534,VGG16,transfer,classify,0.001,4,TvT_57,4,both,352,512,0.6875,,,,ImageNet,2,57,0.6333333333333333
19535,VGG16,transfer,classify,0.001,4,TvT_57,8,both,329,512,0.642578125,,,,ImageNet,2,57,0.6333333333333333
19544,VGG16,transfer,classify,0.001,4,TvT_65,1,both,449,512,0.876953125,,,,ImageNet,2,65,0.7222222222222222
19545,VGG16,transfer,classify,0.001,4,TvT_65,2,both,399,512,0.779296875,,,,ImageNet,2,65,0.7222222222222222
19546,VGG16,transfer,classify,0.001,4,TvT_65,4,both,366,512,0.71484375,,,,ImageNet,2,65,0.7222222222222222
19547,VGG16,transfer,classify,0.001,4,TvT_65,8,both,320,512,0.625,,,,ImageNet,2,65,0.7222222222222222
19556,VGG16,transfer,classify,0.001,4,TvT_74,1,both,496,512,0.96875,,,,ImageNet,2,74,0.8222222222222222
19557,VGG16,transfer,classify,0.001,4,TvT_74,2,both,448,512,0.875,,,,ImageNet,2,74,0.8222222222222222
19558,VGG16,transfer,classify,0.001,4,TvT_74,4,both,388,512,0.7578125,,,,ImageNet,2,74,0.8222222222222222
19559,VGG16,transfer,classify,0.001,4,TvT_74,8,both,376,512,0.734375,,,,ImageNet,2,74,0.8222222222222222
19568,VGG16,transfer,classify,0.001,4,TvT_82,1,both,410,512,0.80078125,,,,ImageNet,2,82,0.9111111111111111
19569,VGG16,transfer,classify,0.001,4,TvT_82,2,both,428,512,0.8359375,,,,ImageNet,2,82,0.9111111111111111
19570,VGG16,transfer,classify,0.001,4,TvT_82,4,both,444,512,0.8671875,,,,ImageNet,2,82,0.9111111111111111
19571,VGG16,transfer,classify,0.001,4,TvT_82,8,both,422,512,0.82421875,,,,ImageNet,2,82,0.9111111111111111
19580,VGG16,transfer,classify,0.001,4,TvT_90,1,both,512,512,1.0,,,,ImageNet,2,90,1.0
19581,VGG16,transfer,classify,0.001,4,TvT_90,2,both,504,512,0.984375,,,,ImageNet,2,90,1.0
19582,VGG16,transfer,classify,0.001,4,TvT_90,4,both,473,512,0.923828125,,,,ImageNet,2,90,1.0
19583,VGG16,transfer,classify,0.001,4,TvT_90,8,both,424,512,0.828125,,,,ImageNet,2,90,1.0
19736,VGG16,transfer,classify,0.001,5,TvT_4,1,both,273,512,0.533203125,,,,ImageNet,2,4,0.044444444444444446
19737,VGG16,transfer,classify,0.001,5,TvT_4,2,both,296,512,0.578125,,,,ImageNet,2,4,0.044444444444444446
19738,VGG16,transfer,classify,0.001,5,TvT_4,4,both,309,512,0.603515625,,,,ImageNet,2,4,0.044444444444444446
19739,VGG16,transfer,classify,0.001,5,TvT_4,8,both,276,512,0.5390625,,,,ImageNet,2,4,0.044444444444444446
19748,VGG16,transfer,classify,0.001,5,TvT_8,1,both,259,512,0.505859375,,,,ImageNet,2,8,0.08888888888888889
19749,VGG16,transfer,classify,0.001,5,TvT_8,2,both,280,512,0.546875,,,,ImageNet,2,8,0.08888888888888889
19750,VGG16,transfer,classify,0.001,5,TvT_8,4,both,335,512,0.654296875,,,,ImageNet,2,8,0.08888888888888889
19751,VGG16,transfer,classify,0.001,5,TvT_8,8,both,309,512,0.603515625,,,,ImageNet,2,8,0.08888888888888889
19760,VGG16,transfer,classify,0.001,5,TvT_16,1,both,256,512,0.5,,,,ImageNet,2,16,0.17777777777777778
19761,VGG16,transfer,classify,0.001,5,TvT_16,2,both,262,512,0.51171875,,,,ImageNet,2,16,0.17777777777777778
19762,VGG16,transfer,classify,0.001,5,TvT_16,4,both,264,512,0.515625,,,,ImageNet,2,16,0.17777777777777778
19763,VGG16,transfer,classify,0.001,5,TvT_16,8,both,265,512,0.517578125,,,,ImageNet,2,16,0.17777777777777778
19772,VGG16,transfer,classify,0.001,5,TvT_25,1,both,317,512,0.619140625,,,,ImageNet,2,25,0.2777777777777778
19773,VGG16,transfer,classify,0.001,5,TvT_25,2,both,289,512,0.564453125,,,,ImageNet,2,25,0.2777777777777778
19774,VGG16,transfer,classify,0.001,5,TvT_25,4,both,278,512,0.54296875,,,,ImageNet,2,25,0.2777777777777778
19775,VGG16,transfer,classify,0.001,5,TvT_25,8,both,277,512,0.541015625,,,,ImageNet,2,25,0.2777777777777778
19784,VGG16,transfer,classify,0.001,5,TvT_33,1,both,276,512,0.5390625,,,,ImageNet,2,33,0.36666666666666664
19785,VGG16,transfer,classify,0.001,5,TvT_33,2,both,269,512,0.525390625,,,,ImageNet,2,33,0.36666666666666664
19786,VGG16,transfer,classify,0.001,5,TvT_33,4,both,275,512,0.537109375,,,,ImageNet,2,33,0.36666666666666664
19787,VGG16,transfer,classify,0.001,5,TvT_33,8,both,273,512,0.533203125,,,,ImageNet,2,33,0.36666666666666664
19796,VGG16,transfer,classify,0.001,5,TvT_41,1,both,256,512,0.5,,,,ImageNet,2,41,0.45555555555555555
19797,VGG16,transfer,classify,0.001,5,TvT_41,2,both,264,512,0.515625,,,,ImageNet,2,41,0.45555555555555555
19798,VGG16,transfer,classify,0.001,5,TvT_41,4,both,272,512,0.53125,,,,ImageNet,2,41,0.45555555555555555
19799,VGG16,transfer,classify,0.001,5,TvT_41,8,both,313,512,0.611328125,,,,ImageNet,2,41,0.45555555555555555
19808,VGG16,transfer,classify,0.001,5,TvT_49,1,both,262,512,0.51171875,,,,ImageNet,2,49,0.5444444444444444
19809,VGG16,transfer,classify,0.001,5,TvT_49,2,both,269,512,0.525390625,,,,ImageNet,2,49,0.5444444444444444
19810,VGG16,transfer,classify,0.001,5,TvT_49,4,both,305,512,0.595703125,,,,ImageNet,2,49,0.5444444444444444
19811,VGG16,transfer,classify,0.001,5,TvT_49,8,both,324,512,0.6328125,,,,ImageNet,2,49,0.5444444444444444
19820,VGG16,transfer,classify,0.001,5,TvT_57,1,both,331,512,0.646484375,,,,ImageNet,2,57,0.6333333333333333
19821,VGG16,transfer,classify,0.001,5,TvT_57,2,both,322,512,0.62890625,,,,ImageNet,2,57,0.6333333333333333
19822,VGG16,transfer,classify,0.001,5,TvT_57,4,both,345,512,0.673828125,,,,ImageNet,2,57,0.6333333333333333
19823,VGG16,transfer,classify,0.001,5,TvT_57,8,both,343,512,0.669921875,,,,ImageNet,2,57,0.6333333333333333
19832,VGG16,transfer,classify,0.001,5,TvT_65,1,both,399,512,0.779296875,,,,ImageNet,2,65,0.7222222222222222
19833,VGG16,transfer,classify,0.001,5,TvT_65,2,both,370,512,0.72265625,,,,ImageNet,2,65,0.7222222222222222
19834,VGG16,transfer,classify,0.001,5,TvT_65,4,both,352,512,0.6875,,,,ImageNet,2,65,0.7222222222222222
19835,VGG16,transfer,classify,0.001,5,TvT_65,8,both,322,512,0.62890625,,,,ImageNet,2,65,0.7222222222222222
19844,VGG16,transfer,classify,0.001,5,TvT_74,1,both,458,512,0.89453125,,,,ImageNet,2,74,0.8222222222222222
19845,VGG16,transfer,classify,0.001,5,TvT_74,2,both,419,512,0.818359375,,,,ImageNet,2,74,0.8222222222222222
19846,VGG16,transfer,classify,0.001,5,TvT_74,4,both,379,512,0.740234375,,,,ImageNet,2,74,0.8222222222222222
19847,VGG16,transfer,classify,0.001,5,TvT_74,8,both,381,512,0.744140625,,,,ImageNet,2,74,0.8222222222222222
19856,VGG16,transfer,classify,0.001,5,TvT_82,1,both,394,512,0.76953125,,,,ImageNet,2,82,0.9111111111111111
19857,VGG16,transfer,classify,0.001,5,TvT_82,2,both,436,512,0.8515625,,,,ImageNet,2,82,0.9111111111111111
19858,VGG16,transfer,classify,0.001,5,TvT_82,4,both,451,512,0.880859375,,,,ImageNet,2,82,0.9111111111111111
19859,VGG16,transfer,classify,0.001,5,TvT_82,8,both,414,512,0.80859375,,,,ImageNet,2,82,0.9111111111111111
19868,VGG16,transfer,classify,0.001,5,TvT_90,1,both,512,512,1.0,,,,ImageNet,2,90,1.0
19869,VGG16,transfer,classify,0.001,5,TvT_90,2,both,508,512,0.9921875,,,,ImageNet,2,90,1.0
19870,VGG16,transfer,classify,0.001,5,TvT_90,4,both,483,512,0.943359375,,,,ImageNet,2,90,1.0
19871,VGG16,transfer,classify,0.001,5,TvT_90,8,both,436,512,0.8515625,,,,ImageNet,2,90,1.0
20024,VGG16,transfer,classify,0.001,6,TvT_4,1,both,262,512,0.51171875,,,,ImageNet,2,4,0.044444444444444446
20025,VGG16,transfer,classify,0.001,6,TvT_4,2,both,282,512,0.55078125,,,,ImageNet,2,4,0.044444444444444446
20026,VGG16,transfer,classify,0.001,6,TvT_4,4,both,295,512,0.576171875,,,,ImageNet,2,4,0.044444444444444446
20027,VGG16,transfer,classify,0.001,6,TvT_4,8,both,272,512,0.53125,,,,ImageNet,2,4,0.044444444444444446
20036,VGG16,transfer,classify,0.001,6,TvT_8,1,both,257,512,0.501953125,,,,ImageNet,2,8,0.08888888888888889
20037,VGG16,transfer,classify,0.001,6,TvT_8,2,both,271,512,0.529296875,,,,ImageNet,2,8,0.08888888888888889
20038,VGG16,transfer,classify,0.001,6,TvT_8,4,both,314,512,0.61328125,,,,ImageNet,2,8,0.08888888888888889
20039,VGG16,transfer,classify,0.001,6,TvT_8,8,both,316,512,0.6171875,,,,ImageNet,2,8,0.08888888888888889
20048,VGG16,transfer,classify,0.001,6,TvT_16,1,both,259,512,0.505859375,,,,ImageNet,2,16,0.17777777777777778
20049,VGG16,transfer,classify,0.001,6,TvT_16,2,both,262,512,0.51171875,,,,ImageNet,2,16,0.17777777777777778
20050,VGG16,transfer,classify,0.001,6,TvT_16,4,both,258,512,0.50390625,,,,ImageNet,2,16,0.17777777777777778
20051,VGG16,transfer,classify,0.001,6,TvT_16,8,both,264,512,0.515625,,,,ImageNet,2,16,0.17777777777777778
20060,VGG16,transfer,classify,0.001,6,TvT_25,1,both,336,512,0.65625,,,,ImageNet,2,25,0.2777777777777778
20061,VGG16,transfer,classify,0.001,6,TvT_25,2,both,298,512,0.58203125,,,,ImageNet,2,25,0.2777777777777778
20062,VGG16,transfer,classify,0.001,6,TvT_25,4,both,269,512,0.525390625,,,,ImageNet,2,25,0.2777777777777778
20063,VGG16,transfer,classify,0.001,6,TvT_25,8,both,268,512,0.5234375,,,,ImageNet,2,25,0.2777777777777778
20072,VGG16,transfer,classify,0.001,6,TvT_33,1,both,287,512,0.560546875,,,,ImageNet,2,33,0.36666666666666664
20073,VGG16,transfer,classify,0.001,6,TvT_33,2,both,276,512,0.5390625,,,,ImageNet,2,33,0.36666666666666664
20074,VGG16,transfer,classify,0.001,6,TvT_33,4,both,266,512,0.51953125,,,,ImageNet,2,33,0.36666666666666664
20075,VGG16,transfer,classify,0.001,6,TvT_33,8,both,274,512,0.53515625,,,,ImageNet,2,33,0.36666666666666664
20084,VGG16,transfer,classify,0.001,6,TvT_41,1,both,257,512,0.501953125,,,,ImageNet,2,41,0.45555555555555555
20085,VGG16,transfer,classify,0.001,6,TvT_41,2,both,271,512,0.529296875,,,,ImageNet,2,41,0.45555555555555555
20086,VGG16,transfer,classify,0.001,6,TvT_41,4,both,270,512,0.52734375,,,,ImageNet,2,41,0.45555555555555555
20087,VGG16,transfer,classify,0.001,6,TvT_41,8,both,314,512,0.61328125,,,,ImageNet,2,41,0.45555555555555555
20096,VGG16,transfer,classify,0.001,6,TvT_49,1,both,279,512,0.544921875,,,,ImageNet,2,49,0.5444444444444444
20097,VGG16,transfer,classify,0.001,6,TvT_49,2,both,284,512,0.5546875,,,,ImageNet,2,49,0.5444444444444444
20098,VGG16,transfer,classify,0.001,6,TvT_49,4,both,318,512,0.62109375,,,,ImageNet,2,49,0.5444444444444444
20099,VGG16,transfer,classify,0.001,6,TvT_49,8,both,343,512,0.669921875,,,,ImageNet,2,49,0.5444444444444444
20108,VGG16,transfer,classify,0.001,6,TvT_57,1,both,372,512,0.7265625,,,,ImageNet,2,57,0.6333333333333333
20109,VGG16,transfer,classify,0.001,6,TvT_57,2,both,359,512,0.701171875,,,,ImageNet,2,57,0.6333333333333333
20110,VGG16,transfer,classify,0.001,6,TvT_57,4,both,368,512,0.71875,,,,ImageNet,2,57,0.6333333333333333
20111,VGG16,transfer,classify,0.001,6,TvT_57,8,both,345,512,0.673828125,,,,ImageNet,2,57,0.6333333333333333
20120,VGG16,transfer,classify,0.001,6,TvT_65,1,both,448,512,0.875,,,,ImageNet,2,65,0.7222222222222222
20121,VGG16,transfer,classify,0.001,6,TvT_65,2,both,404,512,0.7890625,,,,ImageNet,2,65,0.7222222222222222
20122,VGG16,transfer,classify,0.001,6,TvT_65,4,both,363,512,0.708984375,,,,ImageNet,2,65,0.7222222222222222
20123,VGG16,transfer,classify,0.001,6,TvT_65,8,both,319,512,0.623046875,,,,ImageNet,2,65,0.7222222222222222
20132,VGG16,transfer,classify,0.001,6,TvT_74,1,both,494,512,0.96484375,,,,ImageNet,2,74,0.8222222222222222
20133,VGG16,transfer,classify,0.001,6,TvT_74,2,both,446,512,0.87109375,,,,ImageNet,2,74,0.8222222222222222
20134,VGG16,transfer,classify,0.001,6,TvT_74,4,both,397,512,0.775390625,,,,ImageNet,2,74,0.8222222222222222
20135,VGG16,transfer,classify,0.001,6,TvT_74,8,both,370,512,0.72265625,,,,ImageNet,2,74,0.8222222222222222
20144,VGG16,transfer,classify,0.001,6,TvT_82,1,both,367,512,0.716796875,,,,ImageNet,2,82,0.9111111111111111
20145,VGG16,transfer,classify,0.001,6,TvT_82,2,both,389,512,0.759765625,,,,ImageNet,2,82,0.9111111111111111
20146,VGG16,transfer,classify,0.001,6,TvT_82,4,both,437,512,0.853515625,,,,ImageNet,2,82,0.9111111111111111
20147,VGG16,transfer,classify,0.001,6,TvT_82,8,both,416,512,0.8125,,,,ImageNet,2,82,0.9111111111111111
20156,VGG16,transfer,classify,0.001,6,TvT_90,1,both,512,512,1.0,,,,ImageNet,2,90,1.0
20157,VGG16,transfer,classify,0.001,6,TvT_90,2,both,497,512,0.970703125,,,,ImageNet,2,90,1.0
20158,VGG16,transfer,classify,0.001,6,TvT_90,4,both,464,512,0.90625,,,,ImageNet,2,90,1.0
20159,VGG16,transfer,classify,0.001,6,TvT_90,8,both,394,512,0.76953125,,,,ImageNet,2,90,1.0
20312,VGG16,transfer,classify,0.001,7,TvT_4,1,both,274,512,0.53515625,,,,ImageNet,2,4,0.044444444444444446
20313,VGG16,transfer,classify,0.001,7,TvT_4,2,both,298,512,0.58203125,,,,ImageNet,2,4,0.044444444444444446
20314,VGG16,transfer,classify,0.001,7,TvT_4,4,both,302,512,0.58984375,,,,ImageNet,2,4,0.044444444444444446
